rxn_id,ok,n_atoms,rmsd_R_TS,shift,inter_R,inter_TS,p_order_ok,hit_cap,n_iso_max,max_disp_heavy,max_disp_h,recovery_used,reused,reason
82,True,29.0,1.4557068929136054,0.20576350309420377,2.859924810822345,2.3705916784845087,True,False,6.0,4.6016421886432815,3.1124263247499986,,True,
83,True,29.0,2.1661122813281404,2.01861306601495,2.9250000000032217,2.3668041001739035,True,False,6.0,4.497042792211719,3.10439320310628,,True,
84,True,26.0,1.4550823781293742,0.6274729952565394,3.10500000000875,2.2461764679116376,True,False,36.0,3.5541242099996255,2.8594738788867358,,True,
85,True,26.0,0.3047546422871928,0.350005213625991,2.7892493768939004,2.1048222949218305,True,False,36.0,0.36234116615823597,0.5674523682421712,,True,
86,True,33.0,1.7520380135846754,1.463645354444452,2.475000000002318,2.29432392381721,True,False,288.0,2.6900492634513076,4.5322782278390195,,True,
87,True,33.0,0.46315375369522216,0.6687238017802883,2.4480000000003193,2.3387536737758423,True,False,288.0,0.47849664175813206,0.6219722595960292,,True,
88,True,36.0,1.4495122611009834,1.4081227589231275,2.448000000005684,2.181921132992666,True,False,576.0,1.4415893320956328,2.6471323706816294,,True,
89,True,31.0,0.5490848272209861,0.5838067575896275,2.750231634705153,2.206673205551742,True,False,144.0,0.8807135232088169,0.8911809045411208,,True,
90,True,31.0,0.979179127939739,0.6274302262463607,2.673799207657715,2.275921274099787,True,False,144.0,1.0747855550634187,3.0001162367316097,,True,
91,True,31.0,0.905970354062377,0.9063691367227875,2.160000000006634,2.3138033673153817,True,False,432.0,2.143436346626258,1.1839405810818988,,True,
92,True,31.0,0.7475479411994237,0.4130730358956498,2.4480000000019095,2.374279224480558,True,False,432.0,1.8201237241046357,1.0109503685169146,,True,
93,True,28.0,0.9849380918669134,0.6599616962230357,2.7410491104742665,2.408913094343588,True,False,72.0,2.108836281677915,1.8484598716171357,,True,
94,True,28.0,1.0051117950366297,0.7528043535239703,2.5987203499393625,2.3654862259374925,True,False,72.0,2.068662122716245,1.8445085286615468,,True,
95,True,29.0,3.319182157114394,3.5347034334663476,2.718000000007122,2.312221819181715,True,False,12.0,4.129090965413325,3.201624527059219,,True,
96,True,29.0,3.401800244838635,3.6245274163120484,2.9250000000007406,2.209564915565958,True,False,12.0,4.6229253570562845,2.7454955487355317,,True,
97,True,26.0,1.2022769005935126,1.2237368148307723,2.475000000005789,2.261958639520184,True,False,36.0,2.5486724743385785,1.1677051302749302,,True,
98,True,26.0,1.4079251567608662,1.6534751959115965,2.763000000003878,2.25803583700525,True,False,36.0,2.293326828271335,1.4057289990190354,,True,
99,True,30.0,1.991487691443092,1.661875658450299,2.9154030759896576,2.237104017563779,True,False,36.0,3.427043278829843,3.102321774421555,,True,
100,True,30.0,1.4884912997889188,1.490153081718745,2.6428469743007708,2.0794988026926102,True,False,36.0,3.4355870803514974,1.8137758300230362,,True,
101,True,30.0,1.251873350020832,1.0183714533923194,2.9250000000019547,2.214260422037119,True,False,36.0,3.51646190606352,2.6278826753080993,,True,
102,True,30.0,1.2391469134939594,0.9918619233758363,2.925000000005033,2.201101797214295,True,False,36.0,3.513244905960223,2.6389962032984653,,True,
103,True,34.0,1.0444402831704998,1.0988648796337657,2.448000000007059,2.04889379334313,True,False,216.0,1.5642819881019958,1.932902121433143,,True,
105,True,27.0,1.216512893197121,0.6772080215014284,2.5301265923816443,1.9566819844829153,True,False,36.0,3.3710385398424196,2.5736297172071363,,True,
