arm,split,seed,fold,channel,train_mae,test_mae,n_train,n_test
A_diff,component,44,2,elst_dft,0.07197060120527288,5.124921650763272,1394,387
A_diff,component,44,2,pauli_dft,0.12268714314200764,10.136613073062463,1394,387
A_diff,component,44,2,oi_dft,0.07526401344268688,5.775905704060565,1394,387
A_diff,component,44,2,disp_dft,0.022989400662787027,1.2730843448419997,1394,387
A_diff,component,44,2,cpcm_dft,0.04307038614635854,3.0211752683712496,1394,387
A_diff,component,44,3,d1_own_dft,0.03473063790659986,2.523007901898839,1394,387
A_diff,component,44,3,d2_own_dft,0.032663519125086776,2.2540773791905817,1394,387
A_diff,component,44,3,elst_dft,0.07455403704614061,4.959295049917608,1394,387
A_diff,component,44,3,pauli_dft,0.11026799015613852,8.978496109777378,1394,387
A_diff,component,44,3,oi_dft,0.06374965369536988,5.021947782961598,1394,387
A_diff,component,44,3,disp_dft,0.020891924722037814,1.4577529529648836,1394,387
A_diff,component,44,3,cpcm_dft,0.04873186697991081,2.475028223501009,1394,387
A_diff,component,44,4,d1_own_dft,0.032708217749539484,2.083720251059671,1394,387
A_diff,component,44,4,d2_own_dft,0.030966679367664538,2.073056758832654,1394,387
A_diff,component,44,4,elst_dft,0.06797563594238862,5.311024590232635,1394,387
A_diff,component,44,4,pauli_dft,0.12754326911642241,9.497089943369433,1394,387
A_diff,component,44,4,oi_dft,0.08190335774809432,5.840941966280035,1394,387
A_diff,component,44,4,disp_dft,0.02169082373374643,1.2617132089577978,1394,387
A_diff,component,44,4,cpcm_dft,0.05606300123876381,2.425140192506471,1394,387
A_diff,component,45,0,d1_own_dft,0.03935080353779126,1.8132508500211624,1393,388
A_diff,component,45,0,d2_own_dft,0.026014839612136822,2.1887857530661607,1393,388
A_diff,component,45,0,elst_dft,0.09081326125308567,3.5681587625641895,1393,388
A_diff,component,45,0,pauli_dft,0.1323228685023258,7.233985965374579,1393,388
A_diff,component,45,0,oi_dft,0.0735338382583794,3.6281191871206366,1393,388
A_diff,component,45,0,disp_dft,0.024144502505705025,1.1962211629642783,1393,388
A_diff,component,45,0,cpcm_dft,0.15450748336237147,2.539065551909781,1393,388
A_diff,component,45,1,d1_own_dft,0.037335884013790684,1.8516198392985619,1394,387
A_diff,component,45,1,d2_own_dft,0.03431578299707447,1.3303988984901072,1394,387
A_diff,component,45,1,elst_dft,0.08888488238008091,4.29149526846814,1394,387
A_diff,component,45,1,pauli_dft,0.13478039945275958,6.985432998618331,1394,387
A_diff,component,45,1,oi_dft,0.08366895914263438,3.7115006561768986,1394,387
