arm,channel,swap_type,n,mae_delta
C_symmetric,elst_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,2.7055124446682135
C_symmetric,elst_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,2.509001483085121
C_symmetric,elst_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,2.3250609371701607
C_symmetric,elst_dft,*C(=O)C([H])([H])[H]>>*[H],60,6.524155812811426
C_symmetric,elst_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,4.403925748121026
C_symmetric,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,2.6462116882531186
C_symmetric,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,3.2776732963032567
C_symmetric,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,11.250016876567454
C_symmetric,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,4.009166898193349
C_symmetric,elst_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,3.0661649042879846
C_symmetric,elst_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,4.3727846712409395
C_symmetric,elst_dft,*C(=O)OC([H])([H])[H]>>*[H],265,4.560400732994181
C_symmetric,elst_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,4.863426690492898
C_symmetric,elst_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,2.0117886027597285
C_symmetric,elst_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,3.635578984085801
C_symmetric,elst_dft,*C([H])([H])[H]>>*[H],445,3.146808583383355
C_symmetric,elst_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,2.5107425989249066
C_symmetric,elst_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,4.609899109823993
C_symmetric,elst_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,3.285836621765615
C_symmetric,elst_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,4.427313981847508
C_symmetric,oi_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,4.334799626176715
C_symmetric,oi_dft,*Br>>*C#N,10,3.519517098377033
C_symmetric,oi_dft,*Br>>*Cl,30,9.684204454658042
C_symmetric,oi_dft,*C#N>>*C(=O)C([H])([H])[H],490,1.6825823270413816
C_symmetric,oi_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,2.810475574002445
C_symmetric,oi_dft,*C#N>>*C(=O)OC([H])([H])[H],305,2.6693518323286938
C_symmetric,oi_dft,*C#N>>*C([H])([H])[H],500,4.986007916461089
C_symmetric,oi_dft,*C#N>>*F,20,7.294803108083516
C_symmetric,oi_dft,*C#N>>*[H],125,3.751113676939063
C_symmetric,oi_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,5.100652133160115
C_symmetric,oi_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,1.6925172411532576
C_symmetric,oi_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,3.700545119935102
C_symmetric,oi_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,2.7175366319620435
C_symmetric,oi_dft,*C(=O)C([H])([H])[H]>>*[H],60,6.296392908083403
C_symmetric,oi_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,3.8398095193238424
C_symmetric,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,2.1149756629963137
C_symmetric,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,3.731562176637473
C_symmetric,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,8.436910692307595
C_symmetric,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,6.853937968325484
C_symmetric,oi_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,2.5856971703086593
C_symmetric,oi_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,3.512519341869234
C_symmetric,oi_dft,*C(=O)OC([H])([H])[H]>>*[H],265,4.8106735726114795
C_symmetric,oi_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,3.838868148237736
C_symmetric,oi_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,1.931564288668565
C_symmetric,oi_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,1.518385346992678
C_symmetric,oi_dft,*C([H])([H])[H]>>*[H],445,3.3972716670585736
C_symmetric,oi_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,3.0948591681784294
C_symmetric,oi_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,7.293055421577622
C_symmetric,oi_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,2.8812857142787895
C_symmetric,oi_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,4.215607980704636
C_symmetric,pauli_dft,*/C([H])=C(\[H])C(=C([H])[H])C([H])([H])[H]>>*C([H])=O,140,9.604792620538252
C_symmetric,pauli_dft,*Br>>*C#N,10,10.116451977518267
C_symmetric,pauli_dft,*Br>>*Cl,30,9.657449638915299
C_symmetric,pauli_dft,*C#N>>*C(=O)C([H])([H])[H],490,3.6420690384798435
C_symmetric,pauli_dft,*C#N>>*C(=O)N([H])C([H])([H])[H],660,4.206608371470491
C_symmetric,pauli_dft,*C#N>>*C(=O)OC([H])([H])[H],305,5.815150158394477
C_symmetric,pauli_dft,*C#N>>*C([H])([H])[H],500,5.496119226904154
C_symmetric,pauli_dft,*C#N>>*F,20,20.047221851659963
C_symmetric,pauli_dft,*C#N>>*[H],125,5.753435926035435
C_symmetric,pauli_dft,*C#N>>*c1c([H])c([H])c([H])c([H])c1[H],675,9.76016975839927
C_symmetric,pauli_dft,*C(=O)C([H])([H])[H]>>*C(=O)N([H])C([H])([H])[H],200,2.807593605662885
C_symmetric,pauli_dft,*C(=O)C([H])([H])[H]>>*C(=O)OC([H])([H])[H],190,4.130272689089303
C_symmetric,pauli_dft,*C(=O)C([H])([H])[H]>>*C([H])([H])[H],455,3.6572026313247075
C_symmetric,pauli_dft,*C(=O)C([H])([H])[H]>>*[H],60,7.8903056317178635
C_symmetric,pauli_dft,*C(=O)C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],550,7.152406734883764
C_symmetric,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*C(=O)OC([H])([H])[H],285,3.4811346549128372
C_symmetric,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*C([H])([H])[H],875,6.232349950899473
C_symmetric,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*Cl,20,21.998793167824022
C_symmetric,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*[H],105,7.712016150129262
C_symmetric,pauli_dft,*C(=O)N([H])C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],470,4.785456622616853
C_symmetric,pauli_dft,*C(=O)OC([H])([H])[H]>>*C([H])([H])[H],685,6.192670520064097
C_symmetric,pauli_dft,*C(=O)OC([H])([H])[H]>>*[H],265,8.144346306799036
C_symmetric,pauli_dft,*C(=O)OC([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],575,7.701700871051531
C_symmetric,pauli_dft,*C([H])([H])[H]>>*N([H])C([H])([H])[H],140,2.4863183849072374
C_symmetric,pauli_dft,*C([H])([H])[H]>>*OC([H])([H])[H],110,3.3703493979961627
C_symmetric,pauli_dft,*C([H])([H])[H]>>*[H],445,5.596501098908301
C_symmetric,pauli_dft,*C([H])([H])[H]>>*c1c([H])c([H])c([H])c([H])c1[H],400,4.360868833554109
C_symmetric,pauli_dft,*F>>*c1c([H])c([H])c([H])c([H])c1[H],10,8.108080417489587
C_symmetric,pauli_dft,*N([H])C([H])([H])[H]>>*OC([H])([H])[H],440,3.6529409465353906
C_symmetric,pauli_dft,*[H]>>*c1c([H])c([H])c([H])c([H])c1[H],445,7.076535899695527
