arm,split,seed,channel,n,mae_delta,median_err,sign_acc,spearman,slope
B_concat,swaptype_holdout,43,disp_dft,1936.0,1.3434506002689792,1.0616141133105081,0.809400826446281,0.8280635041940148,0.6284209935109101
B_concat,swaptype_holdout,43,elst_dft,1936.0,4.308764719965232,3.0849257863970294,0.7711776859504132,0.710813987720638,0.4795193814780195
B_concat,swaptype_holdout,43,oi_dft,1936.0,4.572684737368194,2.972676954587314,0.78099173553719,0.7279784444547416,0.5961530793408804
B_concat,swaptype_holdout,43,pauli_dft,1936.0,7.436977080813681,5.033891710751874,0.7990702479338843,0.7656160605478557,0.53651861425726
B_concat,swaptype_holdout,44,cpcm_dft,1936.0,2.487320778463106,1.884914014770462,0.8181818181818182,0.8462208520936899,0.7355280584671875
B_concat,swaptype_holdout,44,d1_own_dft,1936.0,2.0089060832055035,1.127332172218738,0.9080578512396694,0.932389481956007,0.8077586026523549
B_concat,swaptype_holdout,44,d2_own_dft,1936.0,2.177484993331591,1.3643703203194182,0.8548553719008265,0.9077913596636016,0.8407233348305528
B_concat,swaptype_holdout,44,disp_dft,1936.0,1.3269465242947935,1.0451111872828225,0.8285123966942148,0.841890571319321,0.6201120578144725
B_concat,swaptype_holdout,44,elst_dft,1936.0,4.331040349630178,3.063789171111985,0.7716942148760331,0.7071060081992726,0.48681936260964565
B_concat,swaptype_holdout,44,oi_dft,1936.0,4.525140407351061,2.8940738310205063,0.7892561983471075,0.7341742034705695,0.6001101145073215
B_concat,swaptype_holdout,44,pauli_dft,1936.0,7.56390598091338,5.02974212802399,0.7913223140495868,0.7512695523706208,0.5435391702001137
B_concat,swaptype_holdout,45,cpcm_dft,1936.0,2.4786610814380716,1.8826828815676455,0.8202479338842975,0.8474762055157077,0.7285833182589434
B_concat,swaptype_holdout,45,d1_own_dft,1936.0,2.0008829990246317,1.0724513676790677,0.9085743801652892,0.9333190665816912,0.8130444440808489
B_concat,swaptype_holdout,45,d2_own_dft,1936.0,2.171006255922756,1.398404007951239,0.856404958677686,0.9072820761541903,0.8553677784854704
B_concat,swaptype_holdout,45,disp_dft,1936.0,1.32295515996997,1.0299142862339519,0.8181818181818182,0.836328383744562,0.6196778836996226
B_concat,swaptype_holdout,45,elst_dft,1936.0,4.337886415394254,3.087172961804974,0.7629132231404959,0.699146723560362,0.47461415138291674
B_concat,swaptype_holdout,45,oi_dft,1936.0,4.600350707170904,2.9235446323014145,0.7830578512396694,0.724598985540853,0.5892277289196124
B_concat,swaptype_holdout,45,pauli_dft,1936.0,7.547625296730911,5.1805845046058465,0.7892561983471075,0.7575352427793648,0.5380222598035005
B_concat,swaptype_holdout,46,cpcm_dft,1936.0,2.443888840474057,1.8621262615518597,0.8228305785123967,0.8536367780617676,0.7361045894820525
B_concat,swaptype_holdout,46,d1_own_dft,1936.0,2.0329242709553825,1.1123175239347267,0.8987603305785123,0.9283006362273356,0.8054168711886999
B_concat,swaptype_holdout,46,d2_own_dft,1936.0,2.1188937712480764,1.3732137628076853,0.8527892561983471,0.9069672319157966,0.8521732176025694
B_concat,swaptype_holdout,46,disp_dft,1936.0,1.342604983665868,1.0549587566868563,0.8202479338842975,0.8305322376494532,0.6252963656545427
B_concat,swaptype_holdout,46,elst_dft,1936.0,4.254288305862662,2.9654426224834616,0.7691115702479339,0.7237977603366311,0.4884345426100955
B_concat,swaptype_holdout,46,oi_dft,1936.0,4.611896576126609,3.014432686648366,0.7892561983471075,0.7197719102461074,0.5915098805685417
B_concat,swaptype_holdout,46,pauli_dft,1936.0,7.475009300402307,5.192932458403398,0.78150826446281,0.7576452341921927,0.5457051847301652
C_symmetric,component,42,cpcm_dft,1936.0,2.6094105825181444,2.0736582196653863,0.8114669421487604,0.8409628306055509,0.7586137977101298
C_symmetric,component,42,d1_own_dft,1936.0,1.9459493338540272,1.3201777454908301,0.8992768595041323,0.9452940688911288,0.8833157235364286
C_symmetric,component,42,d2_own_dft,1936.0,1.8061853332912612,1.187627026649853,0.8889462809917356,0.9398152592095296,0.9047916938851158
C_symmetric,component,42,disp_dft,1936.0,1.135818353804984,0.8690019013075556,0.8708677685950413,0.8876857658566583,0.707496162009091
C_symmetric,component,42,elst_dft,1936.0,4.4075926305326,3.2043148543266753,0.7716942148760331,0.7359936930605375,0.4641850889758943
C_symmetric,component,42,oi_dft,1936.0,4.601780231629739,3.3206463176402217,0.7789256198347108,0.7543475606269141,0.5937232723529756
