id,e_barrier,distortion,interaction,distortion_dipole,distortion_dipolarophile
179,-18.49668421228182,9.673315787718181,-28.17,6.01480944208769,3.658506345630491
180,-3.271074206998378,99.88892579300162,-103.16,59.81670583345261,40.07221995954902
181,-24.325181039324775,88.71481896067523,-113.04,51.420892213414106,37.293926747261125
182,-13.716748215881552,17.40325178411845,-31.12,9.214899628742181,8.188352155376268
183,5.998294480481974,149.84829448048197,-143.85,76.31446755352499,73.53382692695698
184,-33.47705392778961,48.59294607221038,-82.07,23.93889025692937,24.654055815281012
185,-33.17430061120207,42.74569938879793,-75.92,19.847188344528888,22.89851104426904
186,-7.31563650086893,30.01436349913107,-37.33,23.453559666348923,6.560803832782146
187,-12.50482997102759,108.5951700289724,-121.1,56.148925678954335,52.44624435001806
188,-16.090839673811715,12.789160326188286,-28.88,2.29509468908426,10.494065637104026
189,-21.023353679681072,15.956646320318924,-36.98,8.431914453417505,7.52473186690142
190,-6.623141626104925,27.436858373895078,-34.06,14.874315604967627,12.562542768927448
191,-3.454589905868559,117.14541009413144,-120.6,69.50377861543186,47.64163147869958
192,-18.013379078764668,18.366620921235334,-36.38,13.171550392212412,5.195070529022923
193,-9.162860303429284,62.75713969657072,-71.92,39.791613079198584,22.96552661737213
194,-35.15728798754418,121.97271201245582,-157.13,75.16168631303782,46.811025699417996
195,-36.963986237674476,93.72601376232552,-130.69,56.95760478501639,36.76840897730912
196,-34.39806526996773,111.94193473003227,-146.34,69.72434104510698,42.21759368492529
197,-15.660135543733048,18.05986445626695,-33.72,10.74663129093197,7.313233165334979
198,-35.49722135587393,96.05277864412608,-131.55,57.372006554757036,38.68077208936904
199,-27.99388122171544,40.496118778284554,-68.49,16.168397122006567,24.327721656277987
200,-27.584237845936357,15.89576215406364,-43.48,9.512364608253344,6.383397545810294
201,-13.30375825016678,12.346241749833219,-25.65,4.576249095721773,7.769992654111445
203,-41.57105788253574,99.50894211746427,-141.08,63.09584540525253,36.41309671221173
