rxn_id,terminated_normally,n_basis_fn,e_bond_kcal,e_orb_kcal,e_elst_kcal,e_pauli_kcal,e_xc_kcal,e_disp_kcal,e_cpcm_kcal,e_smd_cds_kcal,channel_sum_kcal,sum_minus_bond_kcal,sum_minus_bond_eh_kcal,n_nocv
761,True,690,-12.55,-39.97,-35.73,149.65,-61.81,-15.55,-6.49,-2.66,-12.56,-0.01,-0.00022,83
762,True,690,-11.6,-43.43,-38.54,160.74,-59.96,-12.4,-15.49,-2.53,-11.61,-0.01,-0.002,83
764,True,809,-19.88,-54.41,-46.99,172.66,-70.06,-12.58,-6.05,-2.45,-19.88,-0.0,-0.00636,83
765,True,809,-19.73,-54.68,-47.31,172.43,-69.99,-12.52,-5.2,-2.46,-19.73,0.0,0.00767,83
769,True,759,-14.02,-74.37,-71.97,251.05,-95.82,-15.38,-4.82,-2.7,-14.01,0.01,-0.00127,83
770,True,759,-12.76,-72.2,-65.22,243.99,-93.19,-15.12,-7.72,-3.31,-12.77,-0.01,-0.00574,83
771,True,778,7.55,-51.77,-65.2,241.94,-86.47,-12.9,-16.84,-1.21,7.55,-0.0,-0.00014,83
772,True,778,-19.17,-65.47,-54.42,203.41,-79.07,-13.08,-8.76,-1.78,-19.17,0.0,-0.00193,83
776,True,828,-12.14,-44.81,-33.21,142.77,-57.56,-10.22,-6.65,-2.46,-12.14,0.0,-0.00169,83
777,True,828,-11.93,-45.36,-30.99,142.03,-57.42,-10.2,-7.53,-2.46,-11.93,0.0,-0.0061,83
781,True,809,-17.24,-65.61,-49.95,185.09,-72.41,-12.04,0.29,-2.62,-17.25,-0.01,-0.00322,83
782,True,809,-17.11,-66.66,-45.5,185.06,-72.38,-12.01,-3.0,-2.62,-17.11,0.0,-0.00355,83
783,True,809,-23.42,-50.66,-40.01,157.86,-64.38,-12.38,-10.37,-3.46,-23.4,0.02,0.00804,83
789,True,714,-15.96,-55.54,-49.85,189.58,-76.93,-17.24,-3.09,-2.89,-15.96,0.0,-0.00059,83
795,True,784,-3.1,-69.24,-67.1,258.68,-88.14,-12.2,-23.05,-2.06,-3.11,-0.01,0.00244,83
798,True,809,-3.81,-54.25,-52.04,214.88,-76.38,-12.98,-22.05,-0.99,-3.81,-0.0,-0.00454,84
799,True,809,-22.11,-70.2,-61.39,205.79,-79.85,-12.58,-2.02,-1.84,-22.09,0.02,0.01555,84
800,True,809,-22.0,-70.42,-55.98,213.29,-82.29,-13.12,-11.54,-1.93,-21.99,0.01,0.01486,84
804,True,809,-14.29,-65.76,-58.11,225.39,-84.52,-12.03,-16.86,-2.4,-14.29,-0.0,-0.00221,84
805,True,809,-13.27,-66.15,-58.66,223.62,-83.84,-11.55,-14.35,-2.35,-13.28,-0.01,-0.00277,84
807,True,803,-23.35,-51.6,-42.12,172.28,-67.09,-12.17,-20.24,-2.42,-23.36,-0.01,-0.00052,84
808,True,803,-25.04,-52.85,-44.95,165.63,-64.79,-12.11,-13.66,-2.32,-25.05,-0.01,-0.00504,84
813,True,797,-24.73,-74.86,-50.62,210.17,-79.84,-14.51,-11.91,-3.17,-24.74,-0.01,-0.00892,84
814,True,797,-23.6,-74.92,-50.74,211.47,-79.95,-15.13,-11.09,-3.25,-23.61,-0.01,-0.00385,84
816,True,708,-20.87,-57.47,-45.29,164.5,-63.06,-11.97,-6.17,-1.41,-20.87,0.0,-0.00919,84
818,True,684,-24.12,-75.13,-61.67,223.59,-83.1,-11.33,-14.64,-1.83,-24.11,0.01,-0.00091,84
819,True,684,-23.22,-73.6,-63.54,221.88,-85.71,-14.15,-6.27,-1.83,-23.22,0.0,0.00016,84
820,True,684,-24.18,-76.94,-65.43,222.09,-82.75,-11.31,-8.02,-1.81,-24.17,0.01,-0.00095,84
833,True,714,-17.48,-58.83,-45.76,188.3,-75.72,-16.08,-6.32,-3.08,-17.49,-0.01,-0.00136,84
834,True,714,-1.05,-45.54,-53.01,189.96,-69.81,-12.24,-7.87,-2.54,-1.05,0.0,-0.00128,84
836,True,758,-10.21,-57.71,-60.57,204.32,-77.13,-13.56,-3.73,-1.83,-10.21,-0.0,0.0103,84
838,True,809,-32.73,-55.7,-44.73,166.93,-67.07,-13.67,-14.82,-3.67,-32.73,0.0,-0.00723,84
844,True,716,-9.27,-63.34,-46.7,204.6,-79.81,-15.71,-5.28,-3.04,-9.28,-0.01,-0.0092,84
856,True,790,-11.61,-41.41,-34.36,144.97,-55.31,-12.39,-10.7,-2.41,-11.61,0.0,-0.00215,85
863,True,703,-18.77,-61.34,-52.13,182.62,-73.23,-13.03,0.92,-2.59,-18.78,-0.01,-0.00296,85
864,True,703,-18.22,-60.18,-51.75,181.42,-72.76,-13.06,0.7,-2.6,-18.23,-0.01,-0.00383,85
865,True,703,-13.31,-62.53,-47.52,198.25,-78.15,-15.95,-4.59,-2.83,-13.32,-0.01,0.00035,85
866,True,703,-15.97,-57.12,-46.58,186.78,-74.63,-16.83,-4.68,-2.9,-15.96,0.01,0.00206,85
871,True,803,-23.94,-58.81,-46.07,166.64,-67.72,-15.29,0.19,-2.89,-23.95,-0.01,0.00398,85
872,True,803,-27.12,-61.23,-43.48,175.18,-71.17,-16.03,-7.25,-3.14,-27.12,0.0,0.004,85
873,True,803,-23.91,-62.17,-46.95,179.11,-71.64,-15.59,-3.94,-2.73,-23.91,0.0,-0.0014,85
876,True,814,-13.12,-42.5,-46.11,176.64,-68.95,-13.98,-14.93,-3.27,-13.1,0.02,0.02682,85
884,True,735,-7.89,-60.13,-49.39,209.63,-82.39,-19.17,-2.84,-3.6,-7.89,-0.0,0.00257,85
885,True,797,-11.9,-54.66,-47.18,184.42,-68.66,-11.96,-11.34,-2.51,-11.89,0.01,0.0225,85
886,True,797,-20.91,-70.51,-51.26,211.34,-82.11,-11.99,-13.99,-2.38,-20.9,0.01,0.00536,85
887,True,797,-27.09,-72.57,-56.98,213.64,-83.59,-16.14,-7.87,-3.57,-27.08,0.01,0.01422,85
888,True,797,-15.31,-49.35,-43.76,170.45,-62.35,-10.37,-17.54,-2.36,-15.28,0.03,0.02356,85
892,True,840,-24.72,-58.06,-33.72,166.38,-66.17,-13.84,-16.12,-3.2,-24.73,-0.01,-0.00287,85
896,True,809,-5.96,-64.16,-56.73,240.01,-84.51,-13.81,-24.06,-2.7,-5.96,-0.0,-0.01094,85
897,True,809,-6.55,-65.06,-45.15,209.07,-74.32,-13.57,-14.96,-2.58,-6.57,-0.02,-0.00971,85
901,True,815,-25.24,-54.98,-40.62,165.18,-66.16,-12.7,-13.15,-2.79,-25.22,0.02,0.0156,85
902,True,815,-28.05,-54.53,-47.15,169.7,-68.2,-13.56,-11.69,-2.62,-28.05,-0.0,-0.0071,85
927,True,791,-2.34,-48.34,-42.07,181.97,-62.63,-8.23,-20.75,-2.31,-2.36,-0.02,-0.00138,86
928,True,791,-26.55,-57.01,-31.76,154.12,-63.03,-12.6,-12.61,-3.67,-26.56,-0.01,-0.00323,86
934,True,852,-16.33,-42.1,-28.99,135.04,-55.81,-8.38,-13.05,-3.04,-16.33,-0.0,0.00985,86
947,True,809,-12.59,-51.12,-38.93,172.76,-69.54,-11.86,-10.51,-3.39,-12.59,-0.0,0.01033,86
948,True,809,-13.88,-49.94,-34.26,159.63,-64.94,-11.55,-9.41,-3.42,-13.89,-0.01,-0.00509,86
952,True,760,-16.5,-42.32,-32.42,138.74,-57.74,-15.11,-5.05,-2.6,-16.5,0.0,-0.002,86
953,True,760,-6.27,-43.73,-41.05,178.19,-66.93,-12.61,-16.93,-3.22,-6.28,-0.01,-0.00183,86
954,True,760,-12.15,-32.69,-25.4,114.01,-47.59,-11.17,-6.91,-2.41,-12.16,-0.01,-0.00171,86
955,True,760,-11.78,-38.46,-28.31,141.06,-59.27,-16.11,-7.91,-2.8,-11.8,-0.02,-0.00247,86
981,True,742,-26.63,-67.41,-37.41,173.65,-70.49,-13.96,-7.24,-3.78,-26.64,-0.01,-0.00017,86
990,True,815,-14.03,-57.87,-45.19,188.87,-75.56,-14.49,-6.8,-3.02,-14.06,-0.03,-0.00847,87
1026,True,797,-19.63,-50.92,-30.34,151.04,-61.57,-10.7,-13.31,-3.83,-19.63,-0.0,-0.00589,87
1027,True,797,-18.25,-51.95,-30.0,152.73,-62.68,-11.31,-11.43,-3.62,-18.26,-0.01,-0.00352,87
1040,True,791,-18.36,-41.14,-22.75,132.63,-54.07,-14.28,-15.78,-2.99,-18.38,-0.02,-0.00189,87
1041,True,791,-17.05,-44.38,-29.65,145.63,-60.28,-17.58,-7.63,-3.16,-17.05,-0.0,-0.00417,87
1042,True,791,-21.78,-42.94,-26.48,128.18,-53.27,-14.44,-9.4,-3.43,-21.78,0.0,-0.00114,87
1043,True,791,-18.72,-39.89,-27.09,130.64,-53.93,-16.81,-8.75,-2.9,-18.73,-0.01,8e-05,87
1064,True,822,-23.38,-63.36,-33.81,163.72,-64.9,-11.91,-10.38,-2.74,-23.38,-0.0,-0.00309,88
1108,True,740,-14.38,-53.57,-28.02,162.18,-64.09,-16.46,-11.6,-2.81,-14.37,0.01,0.00037,88
1109,True,740,-13.15,-55.2,-36.16,167.18,-66.43,-16.1,-3.51,-2.93,-13.15,0.0,0.00116,88
1110,True,828,-3.86,-34.48,-28.06,141.74,-52.97,-9.01,-18.15,-2.93,-3.86,0.0,-0.00386,89
1113,True,754,-15.65,-84.63,-60.23,244.21,-92.55,-16.79,-2.22,-3.45,-15.66,-0.01,-0.00564,89
1119,True,784,-18.56,-68.21,-57.82,213.36,-82.77,-15.2,-5.45,-2.45,-18.54,0.02,-0.00162,89
1120,True,784,-20.36,-75.64,-63.99,230.67,-88.57,-14.76,-5.45,-2.63,-20.37,-0.01,-0.00347,89
1127,True,786,-13.18,-42.78,-28.28,136.29,-54.71,-11.0,-10.32,-2.38,-13.18,-0.0,0.0006,89
1128,True,786,-10.46,-47.33,-29.29,154.66,-63.88,-14.82,-6.65,-3.15,-10.46,-0.0,-0.00367,89
1150,True,765,-18.75,-48.91,-35.98,156.12,-62.22,-16.97,-7.91,-2.89,-18.76,-0.01,-0.00785,90
1198,True,789,-22.43,-58.99,-55.6,182.06,-73.47,-13.65,-0.5,-2.27,-22.42,0.01,-0.00146,91
1201,True,789,-21.65,-60.35,-56.47,195.37,-77.77,-14.55,-5.48,-2.4,-21.65,0.0,-0.00352,91
1209,True,828,-22.34,-49.35,-27.47,136.23,-55.93,-13.22,-9.97,-2.62,-22.33,0.01,0.00872,91
1225,True,657,-15.67,-51.38,-49.33,170.86,-70.68,-14.32,-0.23,-0.58,-15.66,0.01,0.00324,91
1293,True,795,-22.28,-55.06,-39.35,153.1,-62.66,-10.32,-5.33,-2.66,-22.28,-0.0,-0.0038,92
1295,True,795,-21.99,-54.89,-38.33,152.77,-62.53,-10.29,-6.07,-2.65,-21.99,0.0,-0.0009,92
1366,True,810,-21.68,-55.75,-43.07,170.99,-66.58,-12.54,-12.42,-2.31,-21.68,0.0,-0.00254,93
1402,True,771,-15.3,-47.76,-41.05,154.5,-61.17,-13.4,-3.62,-2.81,-15.31,-0.01,-0.00171,94
1403,True,771,-16.85,-54.71,-38.36,164.9,-65.2,-12.79,-7.65,-3.04,-16.85,0.0,-0.00116,94
1426,True,682,-18.07,-47.73,-44.15,161.03,-67.25,-17.4,-0.36,-2.21,-18.07,0.0,-0.00038,94
1558,True,701,-8.77,-55.49,-49.06,191.94,-71.12,-13.72,-8.24,-3.09,-8.78,-0.01,-0.00233,97
1860,True,846,-16.06,-74.7,-59.48,240.44,-89.87,-16.68,-11.93,-3.86,-16.08,-0.02,-0.00505,103
1946,True,769,-13.04,-58.73,-48.26,180.96,-71.61,-14.62,2.01,-2.78,-13.03,0.01,-0.00298,104
1976,True,776,-22.65,-38.56,-32.99,126.9,-52.03,-14.38,-9.29,-2.28,-22.63,0.02,0.00502,105
2080,True,663,-6.81,-44.13,-36.39,160.02,-65.38,-15.28,-2.24,-3.4,-6.8,0.01,-0.004,107
2081,True,663,-12.89,-44.9,-29.31,147.06,-60.04,-15.96,-6.67,-3.06,-12.88,0.01,-0.00181,107
2361,True,725,-14.31,-88.85,-65.74,261.15,-97.68,-19.29,-0.57,-3.32,-14.3,0.01,0.00184,114
2362,True,725,-17.1,-93.72,-74.67,271.92,-100.84,-18.96,2.73,-3.56,-17.1,0.0,0.00177,114
3130,True,1537,-24.39,-52.81,-36.45,196.23,-84.1,-31.65,-10.98,-4.64,-24.4,-0.01,-0.00394,149
3153,True,1506,-28.72,-65.25,-43.02,218.14,-90.64,-28.23,-15.04,-4.69,-28.73,-0.01,-0.00821,152
3154,True,1506,-28.87,-67.53,-45.14,221.19,-91.11,-26.04,-15.08,-5.17,-28.88,-0.01,-0.0046,152
3173,True,1507,-27.71,-79.49,-60.64,283.94,-118.58,-32.3,-16.92,-3.72,-27.71,0.0,-0.0032,157
3174,True,1549,-7.87,-70.58,-67.61,296.26,-112.6,-24.11,-25.68,-3.56,-7.88,-0.01,0.0013,157
3186,True,1598,-25.39,-71.13,-57.72,274.44,-117.26,-33.28,-15.78,-4.67,-25.4,-0.01,-0.00448,160
3192,True,1529,-11.08,-65.29,-54.37,262.34,-108.75,-31.32,-10.37,-3.32,-11.08,-0.0,-0.00492,163
3193,True,1529,-21.76,-57.21,-45.79,210.06,-89.33,-30.39,-5.72,-3.38,-21.76,0.0,-0.00388,163
3199,True,1560,-17.0,-46.14,-43.64,203.38,-87.09,-30.56,-9.85,-3.11,-17.01,-0.01,-0.00515,165
3200,True,1642,-26.01,-48.22,-40.03,204.97,-90.5,-32.47,-15.36,-4.41,-26.02,-0.01,0.00042,166
3204,True,1554,-36.97,-60.14,-42.33,202.54,-87.23,-31.23,-15.17,-3.41,-36.97,-0.0,-0.00214,168
3207,True,1722,-30.57,-57.84,-46.51,225.8,-97.98,-34.9,-14.73,-4.41,-30.57,0.0,-0.00408,175
3208,True,1722,-23.62,-47.17,-42.11,198.14,-86.82,-31.22,-10.58,-3.85,-23.61,0.01,-0.01173,175
3209,True,1759,-0.94,-99.53,-102.46,387.07,-143.94,-33.33,-5.81,-2.94,-0.94,0.0,-0.00223,176
3212,True,1796,-28.64,-68.73,-56.69,269.84,-114.99,-38.86,-14.19,-5.02,-28.64,-0.0,-0.00937,177
3214,True,1708,-29.38,-64.23,-59.53,234.28,-100.17,-33.57,-2.46,-3.71,-29.39,-0.01,-0.00501,179
3216,True,240,-12.04,-44.74,-32.98,133.1,-56.3,-5.46,-2.18,-3.48,-12.04,-0.0,-0.00011,23
3217,True,234,-14.4,-70.96,-56.12,193.19,-71.92,-4.53,-1.89,-2.17,-14.4,0.0,-0.00152,23
3220,True,290,-8.91,-52.09,-41.79,158.59,-61.19,-6.12,-3.98,-2.35,-8.93,-0.02,-0.0073,30
3226,True,352,-14.53,-59.29,-37.06,150.97,-59.76,-7.55,1.39,-3.24,-14.54,-0.01,-0.00536,35
3227,True,339,-7.77,-66.93,-57.6,210.43,-79.63,-6.51,-4.4,-3.13,-7.77,0.0,-0.00328,35
3233,True,382,-14.68,-55.54,-42.58,162.94,-66.44,-9.57,-0.53,-2.97,-14.69,-0.01,-0.00647,37
3234,True,382,-15.41,-55.14,-41.97,160.36,-65.65,-9.72,-0.35,-2.96,-15.43,-0.02,-0.00414,37
3239,True,400,-15.08,-68.44,-51.53,193.77,-75.92,-8.43,-1.41,-3.11,-15.07,0.01,0.00422,39
3242,True,383,-8.22,-39.35,-33.73,135.81,-53.94,-7.67,-6.36,-2.97,-8.21,0.01,-0.00189,40
3243,True,424,-19.69,-55.86,-44.12,165.75,-69.73,-10.01,-3.09,-2.63,-19.69,0.0,0.00203,40
3244,True,401,-0.17,-67.9,-57.25,211.09,-79.26,-8.18,2.8,-1.49,-0.19,-0.02,-0.00617,40
3250,True,413,-13.05,-61.24,-47.86,185.76,-72.91,-9.0,-4.78,-3.01,-13.04,0.01,-0.00256,41
3254,True,425,-17.93,-55.06,-45.84,169.98,-68.68,-8.89,-5.78,-3.65,-17.92,0.01,-0.002,42
3258,True,413,-20.73,-52.9,-37.14,139.71,-56.82,-7.31,-3.45,-2.82,-20.73,0.0,-0.00512,42
3259,True,437,-18.94,-70.29,-55.06,200.91,-81.13,-12.32,1.62,-2.68,-18.95,-0.01,0.00093,42
3262,True,431,-12.48,-76.6,-69.73,238.33,-90.94,-10.6,-1.57,-1.37,-12.48,0.0,-0.00449,42
3263,True,419,-17.08,-74.55,-52.05,198.67,-75.1,-7.96,-2.77,-3.32,-17.08,-0.0,0.00824,42
3264,True,437,-18.94,-70.27,-55.03,200.84,-81.1,-12.32,1.62,-2.68,-18.94,0.0,0.00092,42
3266,True,438,-14.25,-50.94,-38.59,156.84,-63.89,-11.19,-3.33,-3.15,-14.25,0.0,-0.00074,43
3270,True,443,-16.43,-69.93,-56.58,208.5,-81.86,-10.97,-2.57,-3.01,-16.42,0.01,0.00804,43
3274,True,437,-16.03,-58.04,-47.92,180.12,-72.53,-8.27,-6.0,-3.39,-16.03,0.0,0.00573,43
3275,True,443,-18.7,-71.54,-57.36,210.94,-82.53,-10.88,-4.4,-2.93,-18.7,-0.0,0.00079,43
3276,True,425,-6.86,-90.05,-77.98,273.14,-96.15,-8.55,-5.34,-1.93,-6.86,-0.0,-0.00067,43
3279,True,461,-15.2,-76.19,-66.57,236.02,-94.27,-12.51,-0.62,-1.06,-15.2,0.0,0.00183,44
3280,True,450,-8.25,-71.49,-50.76,196.89,-76.17,-9.93,6.24,-3.04,-8.26,-0.01,-0.00413,44
3281,True,456,-19.09,-82.71,-61.55,217.52,-82.59,-7.43,-0.09,-2.24,-19.09,0.0,-0.00128,44
3283,True,432,-11.13,-45.28,-30.96,136.4,-55.59,-7.87,-4.69,-3.13,-11.12,0.01,-0.0028,44
3284,True,438,-15.44,-58.78,-50.13,181.28,-69.31,-10.18,-6.5,-1.82,-15.44,-0.0,-0.00035,44
3285,True,450,-6.21,-65.79,-54.68,205.09,-78.83,-7.53,-1.46,-3.0,-6.2,0.01,0.01044,44
3287,True,438,-14.95,-46.93,-38.35,150.53,-59.42,-9.82,-9.03,-1.94,-14.96,-0.01,-0.00215,45
3288,True,463,-6.97,-48.04,-34.52,143.9,-58.11,-7.22,-0.01,-2.98,-6.98,-0.01,-0.00273,45
3289,True,444,-14.48,-59.74,-45.97,179.45,-71.07,-8.94,-5.03,-3.17,-14.47,0.01,-0.0042,45
3291,True,444,-9.66,-71.75,-58.92,223.41,-83.47,-10.22,-6.02,-2.69,-9.66,-0.0,-0.00236,45
3293,True,462,-18.6,-61.18,-48.61,185.46,-74.14,-10.56,-5.89,-3.69,-18.61,-0.01,-0.00247,46
3294,True,450,-17.57,-76.85,-59.59,213.57,-79.8,-6.85,-5.77,-2.28,-17.57,0.0,-9e-05,46
3296,True,480,-15.48,-69.27,-54.58,206.08,-83.0,-13.11,1.05,-2.65,-15.48,0.0,0.00196,46
3297,True,468,-15.51,-53.39,-45.02,168.81,-69.41,-9.82,-3.74,-2.94,-15.51,0.0,-0.0003,46
3299,True,475,-13.26,-66.24,-48.6,186.3,-72.82,-8.14,-0.33,-3.43,-13.26,0.0,0.0015,46
3300,True,462,-20.15,-58.95,-44.62,170.78,-69.64,-10.55,-4.16,-3.01,-20.15,0.0,-0.00255,46
3304,True,462,-2.77,-53.13,-60.71,211.92,-72.99,-7.8,-20.67,0.62,-2.76,0.01,0.00229,47
3307,True,474,-9.64,-65.56,-61.98,218.8,-85.13,-9.36,-4.8,-1.62,-9.65,-0.01,9e-05,47
3308,True,486,-17.93,-74.12,-60.95,224.13,-89.39,-13.6,-1.45,-2.54,-17.92,0.01,0.00685,47
3309,True,463,-14.91,-62.71,-48.4,186.71,-71.95,-8.9,-6.33,-3.33,-14.91,0.0,-0.00432,47
3315,True,487,-13.53,-59.55,-42.08,167.88,-67.44,-12.73,3.0,-2.61,-13.53,0.0,-0.00179,48
3316,True,487,-14.94,-62.15,-41.89,169.81,-68.33,-13.06,3.25,-2.56,-14.93,0.01,-0.00238,48
3318,True,499,-13.11,-77.09,-62.5,223.76,-85.45,-7.84,-1.62,-2.35,-13.09,0.02,0.01016,48
3319,True,481,-15.55,-47.02,-38.27,151.37,-61.97,-10.07,-6.52,-3.07,-15.55,0.0,-0.00423,48
3320,True,493,-12.2,-71.09,-54.7,208.45,-81.23,-12.93,2.27,-2.97,-12.2,-0.0,-0.00029,48
3321,True,481,-23.22,-64.26,-47.36,181.26,-69.57,-10.52,-9.1,-3.69,-23.24,-0.02,-0.00317,48
3322,True,505,-13.24,-62.23,-53.27,194.88,-78.26,-10.12,-1.28,-2.95,-13.23,0.01,0.00073,48
3324,True,487,-15.94,-53.66,-44.21,170.18,-68.54,-11.7,-5.14,-2.86,-15.93,0.01,-0.00349,48
3328,True,493,-16.68,-79.67,-62.11,230.76,-89.07,-12.07,-1.88,-2.64,-16.68,-0.0,-0.01056,49
3329,True,469,-15.33,-57.37,-46.83,173.5,-67.19,-7.13,-8.28,-2.05,-15.35,-0.02,-0.00659,49
3330,True,476,4.18,-53.27,-53.13,200.6,-67.54,-7.27,-13.43,-1.78,4.18,-0.0,-0.00795,49
3331,True,493,-23.33,-83.34,-63.74,236.57,-88.23,-11.78,-10.71,-2.1,-23.33,-0.0,-0.0004,49
3332,True,482,-24.45,-55.22,-32.92,147.97,-60.03,-11.24,-9.71,-3.29,-24.44,0.01,-0.00054,49
3333,True,487,-11.83,-32.67,-26.82,122.97,-51.83,-10.79,-9.81,-2.89,-11.84,-0.01,-0.00412,49
3334,True,469,-3.67,-66.29,-61.75,221.09,-80.21,-10.41,-3.78,-2.33,-3.68,-0.01,-0.00754,49
3335,True,469,-10.71,-64.29,-49.06,206.98,-79.69,-11.88,-10.3,-2.48,-10.72,-0.01,-0.00084,49
3336,True,493,-22.0,-71.58,-54.77,205.91,-74.0,-10.03,-14.39,-3.15,-22.01,-0.01,-0.00613,49
3337,True,487,-17.57,-62.71,-49.4,188.0,-75.18,-13.27,-3.08,-1.93,-17.57,-0.0,-0.0044,49
3338,True,487,-18.05,-60.17,-47.4,178.92,-71.05,-12.62,-4.43,-1.32,-18.07,-0.02,-0.00149,49
3342,True,487,-0.54,-55.29,-65.72,225.61,-78.66,-9.58,-15.18,-1.75,-0.57,-0.03,-0.00694,49
3343,True,493,-16.28,-63.35,-52.48,195.96,-77.08,-10.95,-5.61,-2.77,-16.28,0.0,-0.00246,49
3344,True,487,-16.95,-47.74,-36.7,150.54,-61.31,-8.54,-10.11,-3.09,-16.95,-0.0,-0.00364,49
3351,True,499,-18.64,-74.71,-58.54,217.72,-85.73,-14.09,-0.17,-3.12,-18.64,0.0,0.00159,49
3352,True,499,-14.5,-54.38,-51.74,187.19,-73.72,-13.28,-5.43,-3.14,-14.5,-0.0,-0.00046,49
3355,True,517,-13.41,-50.52,-39.75,164.76,-69.25,-15.06,-0.77,-2.82,-13.41,-0.0,-0.0007,50
3356,True,499,-17.13,-63.55,-49.1,191.58,-75.56,-9.62,-8.12,-2.75,-17.12,0.01,-0.00083,50
3358,True,475,-23.32,-47.49,-37.7,144.69,-58.29,-7.31,-15.64,-1.58,-23.32,-0.0,-0.00188,50
3359,True,482,-20.14,-49.97,-30.84,139.45,-56.18,-10.82,-9.55,-2.23,-20.14,-0.0,0.00311,50
3360,True,499,-19.51,-58.43,-42.79,164.72,-66.0,-10.08,-4.62,-2.3,-19.5,0.01,-0.00463,50
3361,True,517,-20.09,-62.15,-53.29,202.26,-82.35,-14.55,-6.85,-3.15,-20.08,0.01,0.00261,50
3362,True,482,2.12,-54.55,-58.01,210.42,-71.68,-7.83,-14.43,-1.76,2.16,0.04,0.04622,50
3367,True,511,-26.88,-62.69,-48.23,183.05,-69.84,-11.53,-15.98,-1.66,-26.88,0.0,-0.00051,50
3368,True,487,-22.04,-58.79,-47.0,167.74,-67.81,-10.47,-3.23,-2.48,-22.04,0.0,-0.00466,50
3370,True,512,-10.91,-50.22,-37.64,153.64,-61.82,-7.9,-4.0,-2.98,-10.92,-0.01,-0.00636,50
3371,True,482,-24.64,-73.26,-35.45,164.0,-64.06,-10.46,-2.54,-2.86,-24.63,0.01,-0.00062,50
3379,True,523,-22.65,-63.4,-54.13,196.35,-82.21,-12.78,-3.84,-2.64,-22.65,0.0,0.00063,51
3380,True,506,-11.04,-61.51,-46.77,183.08,-70.79,-9.01,-2.77,-3.26,-11.03,0.01,-0.00889,51
3381,True,511,-17.78,-52.43,-39.93,161.95,-67.13,-12.41,-5.32,-2.52,-17.79,-0.01,0.00117,51
3382,True,500,-7.32,-38.73,-27.23,122.85,-50.57,-9.01,-1.78,-2.86,-7.33,-0.01,-0.01476,51
3383,True,536,-13.77,-59.12,-50.7,191.21,-77.14,-11.47,-3.14,-3.41,-13.77,0.0,-0.00116,51
3384,True,476,-8.98,-43.61,-34.07,143.71,-55.41,-7.81,-8.73,-3.06,-8.98,0.0,-0.00342,51
3385,True,524,-20.22,-66.86,-48.14,191.94,-76.68,-14.62,-2.35,-3.52,-20.23,-0.01,-0.00534,51
3388,True,518,-21.87,-84.41,-70.43,242.48,-91.89,-12.65,-2.31,-2.66,-21.87,-0.0,-0.00337,52
3389,True,512,1.2,-58.38,-66.42,234.44,-79.8,-7.41,-19.43,-1.8,1.2,-0.0,0.00012,52
3390,True,542,-17.41,-83.6,-68.6,237.82,-88.4,-9.88,-2.71,-2.05,-17.42,-0.01,-0.00289,52
3391,True,542,-12.05,-87.25,-76.14,258.75,-94.23,-8.45,-2.99,-1.76,-12.07,-0.02,-0.00169,52
3392,True,494,-14.33,-51.01,-42.91,168.6,-64.36,-8.53,-13.22,-2.92,-14.35,-0.02,-0.00096,52
3394,True,518,-14.1,-63.85,-49.06,192.02,-75.65,-10.39,-4.23,-2.96,-14.12,-0.02,-0.0052,52
3401,True,512,-18.39,-80.09,-63.06,227.5,-85.14,-9.02,-5.53,-3.04,-18.38,0.01,0.01679,53
3402,True,518,13.03,-74.77,-67.69,260.49,-83.39,-6.9,-15.33,0.62,13.03,0.0,0.00077,53
3405,True,518,-15.95,-49.51,-45.29,172.89,-69.39,-12.4,-9.53,-2.72,-15.95,-0.0,-0.0005,53
3407,True,524,-13.57,-78.8,-64.35,231.16,-86.86,-10.56,-2.93,-1.23,-13.57,0.0,-0.00144,53
3408,True,524,-8.42,-77.4,-67.41,240.77,-90.61,-12.02,-1.15,-0.61,-8.43,-0.01,-0.00163,53
3410,True,542,-17.43,-79.23,-60.55,227.21,-88.15,-13.69,-0.32,-2.7,-17.43,0.0,-0.00138,53
3412,True,525,-2.56,-42.99,-44.33,174.32,-61.13,-8.45,-17.6,-2.36,-2.54,0.02,0.00081,53
3414,True,525,-28.13,-57.9,-35.57,154.16,-62.83,-12.64,-10.22,-3.14,-28.14,-0.01,-0.00133,53
3415,True,524,-17.15,-55.61,-47.65,181.19,-71.84,-11.83,-8.07,-3.34,-17.15,-0.0,-0.00604,53
3416,True,524,-18.0,-67.22,-45.83,189.76,-75.57,-11.77,-4.13,-3.24,-18.0,0.0,-0.00122,53
3417,True,536,-8.95,-88.17,-73.59,266.96,-89.6,-10.29,-13.93,-0.34,-8.96,-0.01,-0.00149,53
3418,True,524,-17.59,-50.55,-40.54,162.04,-65.85,-11.13,-8.54,-3.03,-17.6,-0.01,-0.00539,53
3420,True,542,-17.17,-66.56,-56.39,210.91,-83.99,-14.23,-4.21,-2.71,-17.18,-0.01,-0.00014,53
3421,True,536,-21.59,-68.39,-47.02,186.21,-74.6,-14.35,-0.94,-2.5,-21.59,0.0,-0.0028,53
3432,True,549,-9.96,-49.41,-39.25,159.25,-64.03,-10.75,-3.83,-1.95,-9.97,-0.01,-0.00181,54
3433,True,542,-18.69,-64.54,-56.73,211.13,-83.84,-13.32,-8.6,-2.79,-18.69,-0.0,0.00171,54
