rxn_id,terminated_normally,n_basis_fn,e_bond_kcal,e_orb_kcal,e_elst_kcal,e_pauli_kcal,e_xc_kcal,e_disp_kcal,e_cpcm_kcal,e_smd_cds_kcal,channel_sum_kcal,sum_minus_bond_kcal,sum_minus_bond_eh_kcal,n_nocv
3864,True,671,-19.74,-73.28,-59.74,224.47,-91.35,-15.85,-1.51,-2.47,-19.73,0.01,0.00132,66
3866,True,653,-22.62,-68.2,-54.62,210.76,-86.58,-15.25,-6.02,-2.71,-22.62,-0.0,0.0009,66
3869,True,665,-24.61,-70.95,-63.96,227.43,-91.99,-18.29,-4.0,-2.85,-24.61,0.0,-0.00192,66
3870,True,665,-25.46,-78.32,-55.23,231.25,-94.19,-18.27,-7.97,-2.73,-25.46,0.0,9e-05,66
3873,True,636,-12.18,-72.91,-59.35,237.2,-83.41,-12.6,-18.87,-2.24,-12.18,-0.0,0.00096,66
3874,True,672,-12.73,-60.26,-50.26,194.73,-78.42,-13.49,-2.27,-2.77,-12.74,-0.01,-0.00075,66
3876,True,690,-15.29,-71.91,-57.05,219.67,-89.03,-16.3,1.74,-2.41,-15.29,-0.0,0.00254,66
3879,True,666,-8.78,-34.26,-28.39,132.28,-54.98,-11.31,-9.48,-2.64,-8.78,0.0,-0.00745,66
3880,True,678,-14.99,-57.64,-51.58,194.9,-78.71,-13.51,-5.68,-2.77,-14.99,0.0,-0.00027,66
3882,True,672,-14.3,-48.93,-42.1,169.68,-68.6,-14.71,-6.1,-3.54,-14.3,0.0,-0.00153,66
3883,True,672,-14.82,-51.02,-39.22,163.16,-66.07,-12.81,-5.61,-3.25,-14.82,0.0,-0.00048,66
3884,True,672,-12.41,-48.42,-39.4,164.69,-66.42,-12.85,-6.94,-3.07,-12.41,-0.0,-0.00094,66
3885,True,672,-16.21,-49.71,-37.82,154.88,-62.97,-13.44,-3.92,-3.23,-16.21,-0.0,-0.00582,66
3886,True,672,-13.68,-47.8,-37.23,159.56,-64.1,-11.78,-9.01,-3.31,-13.67,0.01,-0.00547,66
3887,True,666,-4.83,-72.08,-62.35,234.31,-89.8,-10.15,-2.72,-2.03,-4.82,0.01,-0.0038,66
3888,True,661,-25.79,-63.63,-39.05,176.41,-69.32,-13.48,-13.52,-3.2,-25.79,0.0,-0.00133,66
3889,True,684,-10.96,-78.05,-67.4,250.5,-98.4,-17.22,0.18,-0.58,-10.97,-0.01,-0.00029,66
3891,True,666,-18.16,-76.77,-58.35,229.34,-88.36,-15.1,-5.8,-3.13,-18.17,-0.01,-0.00376,66
3892,True,666,-15.16,-75.44,-60.0,235.46,-90.73,-15.1,-6.38,-2.98,-15.17,-0.01,-0.00404,66
3893,True,666,-11.54,-72.59,-62.33,232.89,-86.86,-12.89,-6.87,-2.88,-11.53,0.01,0.00506,66
3894,True,666,-16.07,-72.55,-60.3,222.51,-85.46,-12.61,-4.59,-3.06,-16.06,0.01,-0.00393,66
3895,True,666,-18.77,-77.3,-65.06,237.93,-92.19,-15.6,-3.5,-3.05,-18.77,0.0,-0.00516,66
3896,True,666,-14.22,-73.2,-59.06,232.21,-89.48,-15.45,-6.06,-3.18,-14.22,0.0,-0.00495,66
3897,True,653,-6.05,-84.87,-75.29,272.31,-99.34,-13.64,-5.16,-0.06,-6.05,-0.0,-0.00072,66
3898,True,678,-22.78,-63.85,-49.52,189.05,-72.51,-13.5,-10.95,-1.5,-22.78,0.0,-0.00146,66
3899,True,665,-25.55,-75.13,-60.54,220.27,-90.09,-15.26,-2.34,-2.46,-25.55,0.0,0.00068,66
3901,True,667,-12.56,-42.71,-30.2,139.93,-57.31,-14.57,-4.83,-2.88,-12.57,-0.01,-0.00231,66
3902,True,648,-23.89,-65.33,-49.72,199.39,-78.97,-15.62,-10.57,-3.06,-23.88,0.01,0.00518,66
3903,True,660,-16.54,-64.49,-47.36,186.84,-71.83,-12.39,-5.39,-1.94,-16.56,-0.02,-0.00197,66
3905,True,660,-9.94,-68.89,-60.16,214.95,-78.88,-10.41,-4.36,-2.2,-9.95,-0.01,-0.00497,66
3906,True,660,-13.41,-62.32,-44.91,180.98,-69.42,-12.39,-3.26,-2.08,-13.4,0.01,0.00054,66
3907,True,660,13.65,-69.09,-56.31,224.96,-74.34,-7.71,-4.13,0.27,13.65,-0.0,0.00087,66
3908,True,660,15.45,-72.41,-61.24,241.54,-78.73,-8.32,-5.7,0.3,15.44,-0.01,2e-05,66
3909,True,667,-12.61,-44.51,-31.66,142.42,-57.91,-14.08,-4.15,-2.71,-12.6,0.01,-0.00238,66
3910,True,653,-21.53,-84.59,-61.72,236.69,-92.7,-14.17,-2.51,-2.53,-21.53,-0.0,-0.00046,66
3911,True,671,-23.48,-64.27,-54.92,207.46,-86.67,-16.09,-6.5,-2.47,-23.46,0.02,0.00211,66
3913,True,690,-12.59,-69.0,-59.17,225.18,-91.33,-15.94,0.09,-2.42,-12.59,0.0,-0.00105,66
3931,True,678,-11.07,-89.13,-71.39,262.23,-96.51,-13.25,-2.01,-1.0,-11.06,0.01,0.00634,67
3932,True,678,-11.33,-80.17,-61.77,231.74,-87.02,-13.17,0.14,-1.09,-11.34,-0.01,-0.00126,67
3933,True,631,-16.48,-57.12,-33.83,163.21,-62.71,-12.73,-10.42,-2.87,-16.47,0.01,-0.0004,67
3934,True,684,-1.13,-88.38,-84.11,301.19,-106.39,-14.78,-9.12,0.43,-1.16,-0.03,-0.00504,67
3935,True,696,-15.57,-67.5,-60.93,233.14,-93.92,-18.11,-5.47,-2.77,-15.56,0.01,0.00127,67
3939,True,660,-27.27,-79.18,-62.37,239.38,-92.89,-13.86,-15.59,-2.78,-27.29,-0.02,0.00015,67
3940,True,660,-18.31,-77.61,-65.85,262.03,-93.62,-14.53,-25.99,-2.75,-18.32,-0.01,-0.00289,67
3941,True,660,-20.32,-67.13,-78.99,241.83,-88.27,-14.75,-10.28,-2.69,-20.28,0.04,0.02821,67
3942,True,660,-26.91,-77.67,-65.54,240.71,-90.79,-13.46,-17.53,-2.64,-26.92,-0.01,0.00018,67
3943,True,697,-15.2,-63.88,-54.98,200.97,-80.11,-12.57,-3.22,-1.43,-15.22,-0.02,-0.00527,67
3947,True,684,-17.73,-70.12,-57.22,215.58,-85.91,-14.06,-3.53,-2.48,-17.74,-0.01,0.00049,67
3948,True,672,-22.61,-59.09,-49.55,199.27,-78.54,-16.78,-14.64,-3.28,-22.61,0.0,-0.01166,67
3949,True,684,-15.16,-46.41,-39.73,157.68,-65.44,-13.23,-5.66,-2.38,-15.17,-0.01,-0.00029,67
3951,True,654,-10.33,-71.48,-54.7,235.27,-89.64,-15.08,-12.73,-1.97,-10.33,0.0,-0.00144,67
3952,True,654,-15.42,-78.06,-64.07,248.65,-89.76,-15.13,-14.97,-2.08,-15.42,0.0,-0.00071,67
3953,True,695,-20.94,-69.02,-58.31,227.6,-96.52,-19.54,-2.74,-2.41,-20.94,0.0,0.00108,67
3959,True,678,-20.44,-55.37,-36.02,158.01,-63.61,-13.58,-5.93,-3.96,-20.46,-0.02,-0.00454,67
3962,True,691,-15.47,-58.51,-48.99,196.48,-78.8,-16.89,-5.33,-3.44,-15.48,-0.01,-0.00045,67
3963,True,684,-17.54,-75.22,-68.59,237.0,-93.95,-14.19,-1.81,-0.77,-17.53,0.01,0.0029,67
3964,True,672,-18.45,-67.1,-53.56,210.29,-78.95,-13.18,-13.74,-2.21,-18.45,-0.0,-0.00033,67
3965,True,672,-19.83,-50.34,-51.11,173.75,-71.7,-17.91,0.66,-3.18,-19.83,-0.0,-0.00026,67
3966,True,672,-16.04,-50.12,-37.84,164.44,-68.11,-14.52,-7.55,-2.34,-16.04,-0.0,-0.00061,67
3967,True,672,-17.22,-56.52,-40.0,185.35,-77.33,-18.25,-7.33,-3.14,-17.22,-0.0,8e-05,67
3968,True,672,-18.04,-47.47,-38.33,157.51,-65.14,-14.78,-7.11,-2.72,-18.04,-0.0,-0.00086,67
3969,True,690,-15.23,-62.32,-51.39,198.77,-80.24,-11.42,-5.92,-2.71,-15.23,0.0,0.00368,67
3970,True,690,-12.02,-59.45,-50.29,208.58,-83.29,-16.72,-7.77,-3.09,-12.03,-0.01,-0.00095,67
3971,True,690,-11.03,-61.48,-52.71,209.38,-82.41,-16.56,-3.95,-3.3,-11.03,0.0,9e-05,67
3972,True,690,-10.16,-64.91,-54.75,221.53,-85.06,-15.06,-8.61,-3.29,-10.15,0.01,0.00323,67
3973,True,690,-11.15,-60.01,-52.1,211.74,-83.81,-16.55,-7.42,-3.0,-11.15,0.0,-0.00055,67
3974,True,690,-13.17,-64.31,-54.75,215.17,-84.68,-16.97,-4.47,-3.16,-13.17,-0.0,-0.00117,67
3975,True,690,-11.38,-64.31,-52.92,215.81,-84.73,-13.9,-7.94,-3.39,-11.38,-0.0,0.00226,67
3983,True,678,-14.13,-51.75,-42.39,176.96,-70.56,-14.13,-10.44,-1.82,-14.13,0.0,0.00222,68
3986,True,678,-12.16,-46.28,-37.43,165.71,-65.97,-14.38,-12.09,-1.73,-12.17,-0.01,-0.00721,68
3988,True,678,-15.94,-50.83,-46.21,173.56,-69.12,-14.38,-6.94,-2.02,-15.94,-0.0,-0.00075,68
3989,True,678,-22.62,-64.65,-55.24,217.23,-85.87,-15.68,-15.65,-2.77,-22.63,-0.01,-5e-05,68
3990,True,642,-14.81,-49.94,-38.37,165.64,-60.71,-10.06,-19.01,-2.37,-14.82,-0.01,-0.00402,68
3991,True,672,-13.53,-69.9,-59.67,232.13,-82.54,-11.2,-19.01,-3.34,-13.53,-0.0,-0.00081,68
3992,True,672,-14.63,-62.46,-64.98,224.51,-80.58,-11.44,-16.81,-2.85,-14.61,0.02,0.01281,68
3993,True,672,-22.26,-67.87,-51.77,212.56,-83.95,-13.33,-14.44,-3.45,-22.25,0.01,0.00449,68
3995,True,703,-14.73,-68.19,-56.83,219.21,-87.3,-15.74,-3.38,-2.51,-14.74,-0.01,-0.00243,68
3996,True,648,-19.58,-48.86,-42.09,168.01,-66.0,-12.47,-15.23,-2.94,-19.58,-0.0,-0.00287,68
3997,True,685,-14.82,-69.06,-53.12,204.49,-80.35,-11.15,-2.76,-2.88,-14.83,-0.01,-0.00705,68
3999,True,666,-10.71,-73.2,-59.79,232.34,-88.99,-13.33,-5.62,-2.11,-10.7,0.01,-0.00146,68
4000,True,660,-18.22,-62.38,-45.82,190.6,-76.07,-14.5,-6.66,-3.39,-18.22,-0.0,-0.00243,68
4001,True,660,-17.85,-55.97,-45.0,181.39,-72.14,-14.33,-8.17,-3.66,-17.88,-0.03,-0.01532,68
4003,True,715,-15.59,-61.39,-48.54,188.58,-76.96,-11.39,-3.23,-2.66,-15.59,0.0,0.00212,68
4004,True,654,-14.33,-58.07,-47.07,191.71,-74.75,-13.69,-10.12,-2.35,-14.34,-0.01,-0.0021,68
4006,True,654,-11.46,-48.93,-43.27,173.97,-67.97,-10.72,-13.21,-1.31,-11.44,0.02,-0.00183,68
4008,True,660,-20.02,-77.25,-69.54,247.1,-93.68,-14.2,-9.74,-2.71,-20.02,-0.0,-0.00086,68
4009,True,666,-22.98,-70.6,-53.9,210.12,-84.3,-15.02,-6.28,-2.99,-22.97,0.01,-0.00058,68
4010,True,696,-11.01,-68.61,-52.17,214.78,-85.22,-15.11,-1.48,-3.21,-11.02,-0.01,-0.0066,68
4011,True,696,-12.37,-64.34,-47.95,201.66,-81.37,-15.93,-1.52,-2.94,-12.39,-0.02,-0.00461,68
4013,True,696,-14.22,-63.23,-48.42,197.98,-79.69,-16.04,-1.58,-3.24,-14.22,-0.0,-0.00466,68
4014,True,696,-13.49,-58.5,-45.17,183.79,-74.68,-13.13,-2.6,-3.2,-13.49,-0.0,-0.00544,68
4015,True,696,-11.02,-61.04,-55.48,208.4,-83.65,-15.1,-1.03,-3.12,-11.02,0.0,-0.00153,68
4024,True,673,-22.76,-82.54,-47.84,211.87,-80.52,-14.85,-5.84,-3.05,-22.77,-0.01,-0.002,69
4025,True,678,-17.33,-70.12,-59.79,230.99,-89.62,-14.5,-12.33,-1.97,-17.34,-0.01,-0.00019,69
4033,True,667,-13.84,-69.75,-48.85,213.27,-80.47,-14.17,-11.21,-2.67,-13.85,-0.01,-0.00152,69
4034,True,678,-20.46,-63.79,-50.07,199.05,-79.84,-11.42,-11.46,-2.93,-20.46,0.0,-0.00428,69
4035,True,673,-22.37,-76.72,-64.79,232.72,-88.98,-14.63,-8.2,-1.77,-22.37,-0.0,-0.00361,69
4044,True,654,-14.65,-41.13,-26.02,128.08,-52.22,-10.09,-10.28,-2.97,-14.63,0.02,0.0195,69
4045,True,690,-29.05,-73.61,-58.82,225.64,-92.22,-17.81,-9.3,-2.94,-29.06,-0.01,-0.00306,69
4046,True,690,-27.86,-73.62,-58.0,235.52,-95.54,-17.76,-15.52,-2.94,-27.86,-0.0,0.00151,69
4048,True,667,-13.5,-35.55,-34.65,139.27,-53.74,-13.8,-12.34,-2.7,-13.51,-0.01,-0.00198,69
4049,True,667,-18.6,-44.52,-37.13,155.98,-63.59,-16.16,-9.81,-3.36,-18.59,0.01,-0.00276,69
4050,True,667,-18.15,-42.88,-33.66,152.1,-60.87,-13.26,-16.68,-2.9,-18.15,-0.0,-0.00114,69
4052,True,673,-17.09,-50.83,-48.31,174.54,-63.25,-9.8,-17.62,-1.83,-17.1,-0.01,-0.00205,69
4053,True,673,-22.08,-54.21,-63.5,195.71,-71.86,-14.17,-11.33,-2.72,-22.08,0.0,-0.00073,69
4055,True,672,-21.5,-69.91,-56.95,217.61,-86.3,-14.09,-9.04,-2.81,-21.49,0.01,0.0035,69
4065,True,685,-14.91,-49.29,-36.33,155.54,-62.67,-9.3,-9.69,-3.17,-14.91,-0.0,-0.0019,69
4086,True,679,-26.04,-76.18,-46.16,203.92,-78.87,-14.43,-10.75,-3.58,-26.05,-0.01,-0.00041,70
4089,True,679,-19.33,-35.52,-24.72,117.48,-50.04,-14.23,-9.24,-3.06,-19.33,0.0,-0.00533,70
4096,True,709,-12.69,-50.22,-37.7,164.06,-66.66,-13.14,-5.75,-3.29,-12.7,-0.01,-0.00561,70
