rxn_0306 f1=OK:15c:ec1 f2=OK:11c:ec1 
rxn_0427 f1=OK:11c:ec1 f2=OK:14c:ec1 
rxn_0402 f1=OK:15c:ec1 f2=OK:12c:ec1 
rxn_3622 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_3546 f1=OK:18c:ec1 f2=OK:10c:ec1 
rxn_3555 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_3780 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_0268 f1=OK:17c:ec0 f2=OK:12c:ec1 
rxn_0087 f1=OK:12c:ec1 f2=OK:14c:ec1 
rxn_0155 f1=OK:12c:ec1 f2=OK:15c:ec1 
rxn_3853 f1=OK:17c:ec0 f2=OK:13c:ec1 
rxn_0086 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0123 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_0207 f1=OK:13c:ec0 f2=OK:14c:ec1 
rxn_3616 f1=OK:16c:ec1 f2=OK:13c:ec1 
rxn_3623 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_3933 f1=OK:15c:ec1 f2=OK:12c:ec1 
rxn_0184 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3651 f1=OK:13c:ec0 f2=OK:14c:ec1 
rxn_3619 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_3440 f1=OK:17c:ec1 f2=OK:10c:ec1 
rxn_3714 f1=OK:15c:ec0 f2=OK:10c:ec1 
rxn_0156 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_0204 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_3781 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_3681 f1=OK:13c:ec1 f2=OK:16c:ec1 
rxn_3851 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_0317 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0153 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_0216 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_3715 f1=OK:15c:ec1 f2=OK:11c:ec1 
rxn_0243 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3621 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_3770 f1=OK:15c:ec0 f2=OK:11c:ec1 
rxn_3646 f1=OK:14c:ec1 f2=OK:13c:ec0 
rxn_3578 f1=OK:15c:ec0 f2=OK:14c:ec1 
rxn_3737 f1=OK:10c:ec1 f2=OK:15c:ec1 
rxn_0301 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0100 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_0315 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_3583 f1=OK:15c:ec0 f2=OK:12c:ec1 
rxn_3731 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_0500 f1=OK:14c:ec1 f2=OK:13c:ec1 
rxn_3683 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_0401 f1=OK:16c:ec1 f2=OK:12c:ec1 
rxn_3663 f1=OK:15c:ec1 f2=OK:13c:ec0 
rxn_3505 f1=OK:12c:ec1 f2=OK:13c:ec1 
rxn_3532 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_3907 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_0419 f1=OK:16c:ec1 f2=OK:11c:ec0 
rxn_3504 f1=OK:13c:ec0 f2=OK:14c:ec1 
rxn_3852 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0203 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_3996 f1=OK:16c:ec1 f2=OK:11c:ec1 
rxn_3840 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_3492 f1=OK:16c:ec1 f2=OK:12c:ec0 
rxn_3785 f1=OK:16c:ec1 f2=OK:10c:ec1 
rxn_3689 f1=OK:14c:ec1 f2=OK:10c:ec1 
rxn_0099 f1=OK:14c:ec1 f2=OK:14c:ec1 
rxn_3908 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_0228 f1=OK:14c:ec1 f2=OK:12c:ec1 
rxn_0503 f1=OK:14c:ec1 f2=OK:13c:ec0 
rxn_3873 f1=OK:15c:ec0 f2=OK:10c:ec1 
rxn_0122 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_0219 f1=OK:12c:ec1 f2=OK:16c:ec1 
rxn_3751 f1=OK:13c:ec0 f2=OK:16c:ec1 
rxn_3750 f1=OK:13c:ec1 f2=OK:16c:ec1 
rxn_0501 f1=OK:12c:ec1 f2=OK:13c:ec0 
rxn_0628 f1=OK:15c:ec0 f2=OK:13c:ec0 
